"paper","authors","title","position","contribution ID"
"WEPP006","F. Miyahara, K. Furukawa, M. Satoh, Y. Seimiya, T. Suwada","Operational Performance of New Detection Electronics for Stripline-Type Beam Position Monitors at the SuperKEKB Injector Linac",514,2242
"WEPP007","T. Watanabe, M. Fujimaki, N. Fukunishi, H. Imao, O. Kamigaito, N. Sakamoto, Y. Watanabe, K. Yamada, A. Miura, T. Miyao, T. Toyama, K. Hanamura, T. Kawachi, A. Kamoshida, R. Koyama","Calibration for Beam Energy Position Monitor System for Riken Superconducting Acceleration Cavity",519,2079
"WEPP008","X.Y. Liu, M. Bopp, M.M. Dehler, A. Scherer, B.G. Sun","Design of Resonant Stripline BPM for an IR-FEL Project at NSRL",,1621
"WEPP009","X.Y. Liu, A.L. Healy, S.P. Jamison, M.M. Dehler, V. Guzenko, R. Ischebeck, C. Lombosi, V. Schlott, T.H. Pacey, V. Georgiadis, D.M. Graham, M.T. Hibberd, D. Lake, D. Rohrbach, T. Feurer, M. Hayati, Z. Ollmann","Measurement of Electron Pulse Length at 35 MeV Using a Terahertz Split Ring Resonator",,1622
"WEPP010","J.Q. Li, Q.S. Chen, K. Tang, P. Tian, K. Fan","Design and Simulation of a Cavity BPM for HUST Proton Therapy Facility",523,2003
"WEPP011","J.W. Kwon, Y.S. Chung, G.D. Kim, H.J. Woo, E.-S. Kim","Calibration for 60 Sets of SCL3 BPM and Electronics in RAON	",,2021
"WEPP012","D. Bisiach, M. Cargnelutti, P. Leban, M. Znidarcic, G. Brajnik, R. De Monte","Beam Measurements Results of a BPM System Implementing the Pilot-Tone Stabilization Concept",,2074
"WEPP013","I. Podadera, D. Gavela, A. Guirao, D. Jimenez-Rey, L.M. Martinez, J. Molla, C. Oliver, R. Varela, V. Villamayor, A. Rodríguez Páramo, Y. Carin, H. Dzitko, D. Gex, A. Jokinen, I.M. Moya, A. Marqueta, P. Cara, L. Bellan, M. Comunian, F. Grespan, F. Scantamburlo, T. Akagi, K. Kondo, Y. Shimosaki, T. Shinya, M. Sugimoto","Beam Commissioning of Beam Position and Phase Monitors for LIPAc",527,1782
"WEPP014","S. Varnasseri, I. Bustinduy, A. Conde, J. Martin, A. Ortega, I. Rueda, A. Zugazaga, R.A. Baron, H. Hassanzadegan, T.J. Shea","A Report on Developments of the BCM and BPM Pickups of the ESS MEBT",532,2037
"WEPP015","R.A. Baron, H. Hassanzadegan, A. Jansson, H. Kocevar, K.E. Rosengren, T.J. Shea, T. Gräber, D. Lipka, S. Vilcins, S. Varnasseri, I. Bustinduy, F. Grespan, M. Poggi","ESS Beam Position and Phase Monitor System",536,2089
"WEPP016","J.-Y. Chuang, C.K. Chan, C.-C. Chang, C.M. Cheng, Y.T. Cheng, Y.M. Hsiao, Y.Z. Lin, Y.-C. Liu, C. Shueh, Y.C. Yang","Real-Time Synchronized Calibration and Computing System with EPICS Based Distributed Controls in the TPS XBPM System",541,1221
"WEPP017","A.R. Brill, J.R. Calvey, K.C. Harkay, R.T. Keane, N. Sereno, U. Wienands, K.P. Wootton, C. Yao","Current Monitor and Beam Position Monitor Performance for High Charge Operation of the Advanced Photon Source Particle Accumulator Ring",545,2036
"WEPP018","S. Mattiello, A. Penirschke, H. Schlarb","THz Generation by Optical Rectification for a Novel Shot to Shot Synchronization System Between Electron Bunches and Femtosecond Laser Pulses in a Plasma Wakefield Accelerator",548,1701
"WEPP019","A. Penirschke, M.K. Czwalinna, H. Schlarb, M. Kuntzsch, W. Ackermann","Concept of a Novel High-Bandwidth Arrival Time Monitor for Very Low Charges as a Part of the All-Optical Synchronization System at ELBE",553,1861
"WEPP020","M. Titberidze, M. Felber, T. Kozak, T. Lamb, J. Mueller, H. Schlarb, S. Schulz, C. Sydlo, F. Zummack","First results on Femtosecond Level Photocathode Laser Synchronization at the SINBAD Facility",557,2047
"WEPP021","X.Y. Xu, Y.M. Zhou, Y.B. Leng","Machine Learning Image Processing Technology Application in Bunch Longitudinal Phase Data Information Extraction",561,1921
"WEPP022","Q. Wang, Q. Luo, B.G. Sun","A Method of Correcting the Beam Transverse Offset for the Cavity Bunch Length Monitor",565,1762
"WEPP025","D. Olsson, K. Åhnberg, A. Bjermo, L. Christiansson, J. Lundh, D. Lundström, E. Mansten, M. Nilsson, E. Paju, L.K. Roslund","A Transverse Deflecting Cavity Prototype for the MAX IV LINAC",568,1441
"WEPP026","F. Frei, R. Ischebeck","Electron Bunch Compression Monitors for Short Bunches  - Commissioning Results from SwissFEL",571,1422
"WEPP028","M.G. Meier, M. Arnold, J. Enders, N. Pietralla, M. Roth, V. Bagnoud","Laser Compton Backscattering Source for Beam Diagnostics at the S-DALINAC",575,2083
"WEPP029","G.Z. Georgiev, M. Krasilnikov","Virtual Pepper-Pot Technique for 4D Phase Space Measurements",580,1824
"WEPP030","G. Mitsuka, K. Mori, M. Tobiyama","Betatron Phase Advance Measurements Using the Gated Turn-by-turn Monitors at SuperKEKB",585,1423
"WEPP031","H. Takei, K. Hirano, S.I. Meigo, K. Tsutsumi","Long Beam Pulse Extraction by the Laser Charge Exchange Method Using the 3-MeV Linac in J-Parc",589,1141
"WEPP032","N. Milas, M. Eshraqi, B. Gålnander, Y. Levinsen, R. Miyamoto, E. Nilsson, D.C. Plostinar","Beam Based Alignment of Elements and Source at the ESS Low Energy Beam Transport Line",594,1204
"WEPP033","N. Milas, M. Eshraqi, Y. Levinsen, R. Miyamoto, D.C. Plostinar, Y. Liu","Position Based Phase Scan",599,1205
"WEPP034","A. Garcia-Tabares, R. Tomas","Optics-Measurement-Based BPM Calibration",604,1742
"WEPP035","M. Gasior, T.E. Levens","Using Tune Measurement Systems Based on Diode Detectors for Quadrupolar Beam Oscillation Analysis in the Frequency Domain",609,2181
"WEPP036","K.V. Fedorov, O.O. Ivashchuk, A.A. Klenin, A.S. Kubankin, A.N. Oleinik, P. Karataev, A.V. Shchagin","Application of Thermoelectric Oscillations in a Lithium Niobate Single Crystal for Particle Generation",614,1021
"WEPP037","D.M. Harryman, P. Karataev, M. Bergamaschi, R. Kieffer, M. Krupa, T. Lefevre, S. Mazzoni, M. Apollonio, L. Bobb, A. Potylitsyn","First Measurements of Cherenkov-Diffraction Radiation at Diamond Light Source",619,1263
"WEPP038","W.X. Cheng, B. Bacha, G.L. Carr","Observation of Microbunching Instabilities using THz Detector at NSLS-II",624,2040
"WEPP039","A.H. Lumpkin, D.W. Rule","Single-Shot Diagnostics of Microbunched Electrons in Laser-Driven Plasma Accelerators and Free-Electron Lasers",628,2106
"WEPP040","S.S. Fabbri, W. Bertsche","Optimization of Antiproton Capture for Antihydrogen Creation in the ALPHA Experiment",633,2088
"WEPP042","I. Pinayev","Measurement of the Second Moments of Transverse Beam Distribution with Solenoid Scan",638,1601
"WEPP043","I. Pinayev, R.L. Hulsart, K. Mernick, R.J. Michnoff, Z. Sorrell","Time-of-flight Technique for Matching Energies in Electron Cooler",641,1602
"WEPP044","N. Patel, J.S. Diamond, N. Eddy, C.R. McClure, P.S. Prieto, D.C. Voy","Beam Position Monitoring System for Fermilab's Muon Campus",644,2092
"WEPP045","M. Schwarz, H. Podlech, H. Hoeltermann, B. Koubek, U. Ratzinger, W. Schweizer, D. Strehl, C. Trageser","Development of an Automated BPM Test Bench",649,2321
"WEPP046","M. Wendt, A. Boccardi, M. Barros Marin, T.B. Bogey, I. Degl'Innocenti, A. Topaloudis","Technology and First Beam Tests of the New CERN-SPS Beam Position System",653,2361
