"paper","authors","title","position","contribution ID"
"MOPTS025","F. Lemery, R.W. Assmann, U. Dorda, K. Floettmann, J. Hauser, M. Huening, G. Kube, M. Lantschner, S. Lederer, B. Marchetti, N. Mildner, M. Pelzer, M. Rosan, J. Tiessen, K. Wittenburg","Overview of the ARES Bunch Compressor at SINBAD",902,3731
"MOPTS026","E. Panofski, R.W. Assmann, F. Burkart, U. Dorda, K. Floettmann, M. Huening, B. Marchetti, D. Marx, F. Mayet, P.A. Walker, S. Yamin","Status Report of the SINBAD-ARES RF Photoinjector and LINAC Commissioning",906,1872
"MOPTS027","H. Podlech, M. Droba, K. Kümpel, S. Lamprecht, O. Meusel, N.F. Petry, P.P. Schneider, M. Schwarz, C. Zhang, J. Li, J. Baggemann, Th. Brückel, T. Cronert, P.-E. Doege, T. Gutberlet, E. Mauerhofer, U. Rücker, P. Zakalek, S. Böhm","Conceptual Design of the Proton LINAC for the High Brilliance Neutron Source HBS",910,3154
"MOPTS028","V. Poncza, A. Lehrach","Search for Electric Dipole Moments at Cosy in Jülich - Spin-Tracking Simulations Using Bmad",914,2794
"MOPTS030","Ch. Schneider, A. Arnold, M. Freitag, J. Hauser, P. Michel","Characterisation and First Beam Line Tests of the Elbe Stripline Kicker",918,2291
"MOPTS032","M. Syha, H. Hähnel, U. Ratzinger, M. Schuett","New Beam Dynamics Simulations for the FAIR p-Linac RFQ",921,2293
"MOPTS033","M. Schuett, U. Ratzinger, M. Syha","RF Measurements and Tuning of the 325 MHz Ladder-RFQ",925,1805
"MOPTS034","M. Schwarz, M. Basten, M. Busch, T. Conrad, H. Podlech, M. Heilmann, A. Rubin, S. Yaramyshev, F.D. Dziuba, V. Gettmann, T. Kuerzeder, M. Miski-Oglu, W.A. Barth, C. Burandt, K. Aulenbacher, S. Lauber, J. List","Advanced Beam Dynamics Design for the Superconducting Heavy Ion Accelerator HELIAC",928,1995
"MOPTS035","D. Ondreka, C. Dimopoulou, H.C. Hüther, H. Liebermann, J. Stadlmann, R.J. Steinhagen","Recommissioning of SIS18 After FAIR Upgrades",932,3517
"MOPTS036","M. Vossberg, P. Gerhard, L. Groening, S. Mickat, H. Vormann, C. Xiao, V. Bencini, J.M. Garland, J.-B. Lallement, A.M. Lombardi","RFQ Electrodes Change and Upgrade Option at the UNILAC HSI Injector",936,3197
"MOPTS037","A. Seibel, C.M. Kleffner, K. Knie, M. Vossberg, U. Ratzinger","Comparison Between Measurement and Simulation of a Full Scale Prototype for the Proton Injector at FAIR",940,3366
"MOPTS038","F. Foroughi, S.M. Jazayeri, E. Ahmadi, S. Dastan, J. Rahighi","BEAM DYNAMICS OF HIGH CHROMATICITY LATTICE FOR IRANIAN LIGHT SOURCE FACILITY (ILSF) STORAGE RING",943,2683
"MOPTS040","A.M. Mash'al, E. Ahmadi, S. Dastan, J. Rahighi, F.D. Dabbagh Kashani","Beta Beating and Coupling Correction of the ILSF Storage Ring",946,3309
"MOPTS042","G. Bisoffi, L. Bellan, J. Bermudez, E. Bissiato, D. Bortolato, F. Chiurlotto, M. Comunian, T. Contran, A. Facco, E. Fagotti, P. Francescon, A. Friso, A. Galatà, C.S. Gallo, M.G. Giacchini, M. Lollo, D. Martini, M.O. Miglioranza, P. Modanese, M. Montis, E. Munaron, G. Nigrelli, S. Pavinato, M. Pengo, A. Pisent, M. Poggi, L. Pranovi, M. Rossignoli, D. Scarpa, M.A. Bellato, V. Andreev","Hardware Commissioning of the Renovated PIAVE Injector at INFN-LNL",949,2984
"MOPTS043","A. Fabris, D. Caiazza, D. Castronovo, M. Cautero, S. Cleva, R. De Monte, S. dr. Grulja, R. Fabris, M. Ferianis, A. Gubertini, T. N. Gucin, R. Laghi, G. Loda, C. Pasotti, R. Visintini","ESS Related Activities at Elettra Sincrotrone Trieste",953,2768
"MOPTS044","Y. Fuwa, Y. Ishi, Y. Kuriyama, H. Okita, K. Suga, T. Uesugi","Analysis on Longitudinal Beam Dynamics in 100 Hz Rapid Cycling Synchrotron",,2512
"MOPTS045","K. Jimbo","The Betatron Equation with the Synchro-Betatron Coupling Term and Suppression of the Coupled Bunch Mode",957,2192
"MOPTS046","Y. Kondo, K. Hirano, T. Ito, N. Kikuzawa, T. Morishita, H. Oguri, S. Shinozaki, K. Shinto, R. Kitamura, K. Ohkoshi, Z. Fang, Y. Fukui, K. Futatsukawa, K. Ikegami, T. Miyao, K. Nanmo, T. Shibata, M. Otani, D. Takahashi, R. Tasaki, T. Ishiyama, Y. Sawabe, T. Hori, Y. Nemoto, Y. Sato, Y. Ito, Y. Kato, F. Kobayashi","Upgrade of the 3-MeV LINAC for Testing of Accelerator Components at J-PARC",960,2144
"MOPTS047","K. Kondo, S. Kwon, K. Sakamoto, T. Shinya, M. Sugimoto, I. Podadera, H. Dzitko, R. Heidinger, P. Cara, L. Bellan, F. Grespan, F. Scantamburlo","Radiation Measurement in the 1st Beam Commissioning Campaign of the LIPAc RFQ",964,2693
"MOPTS048","M. Otani, K. Hirano, Y. Kondo, A. Miura, H. Oguri, K. Futatsukawa, T. Miyao, Y. Liu","Longitudinal Measurements and Beam Tuning in the J-PARC Linac MEBT1",968,1756
"MOPTS049","J. Tamura, Y. Kondo, T. Morishita, F. Naito, M. Otani, Y. Nemoto","The First Replacement of the RF Window of the ACS Cavity",971,1663
"MOPTS050","J. Tamura, Y. Kondo, T. Morishita, F. Naito, M. Otani, Y. Nemoto","VSWR Adjustment for ACS Cavity in J-PARC LINAC",974,1662
"MOPTS051","Y. Shimosaki, A. Kasugai, K. Kondo, K. Sakamoto, M. Sugimoto, N. Chauvin, B. Branas Lasala, C. Oliver, I. Podadera, G. Duglue, H. Dzitko, R. Heidinger, P. Cara, L. Bellan, M. Comunian, E. Fagotti, A. Pisent, H. Kobayashi, K. Takayama","Lattice Design for 5MeV-125mA CW RFQ Operation in the LIPAc",977,3311
"MOPTS052","T. Tanaka, K. Hayakawa, Y. Hayakawa, K. Nogami, T. Sakai, Y. Sumitomo, Y. Takahashi","Simulation of Electric and Thermal Behavior of Cryogenic Three-cell Copper Accelerating Cavity for High Gradient Experiments",980,2218
"MOPTS053","K. Furukawa, M. Akemoto, D.A. Arakawa, Y. Arakida, H. Ego, A. Enomoto, Y. Enomoto, Y. Higashi, T. Higo, H. Honma, N. Iida, M. Ikeda, H. Kaji, K. Kakihara, T. Kamitani, H. Katagiri, M. Kawamura, M. Kurashina, S. Matsumoto, T. Matsumoto, H. Matsushita, K. Mikawa, T. Miura, F. Miyahara, H. Nakajima, T. Natsui, M. Nishida, Y. Ogawa, Y. Ohnishi, S. Ohsawa, F. Qiu, I. Satake, M. Satoh, Y. Seimiya, A. Shirakawa, H. Sugimura, T. Suwada, T. Takenaka, M. Tanaka, N. Toge, Y. Yano, K. Yokoyama, M. Yoshida, R. Zhang, X. Zhou","Progress of SuperKEKB Injector Linac Upgrade",,3500
"MOPTS054","K.N. Sjobak, E. Adli, C.A. Lindstrom, M. Bergamaschi, S. Burger, R. Corsini, S. Curt, S. Doebert, W. Farabolini, L. Garolfi, A. Gilardi, I. Gorgisyan, H. Guerin, R. Kieffer, M. Krupa, T. Lefevre, S. Mazzoni, G. McMonagle, N. Nadenau, S. Pitman, V. Rude, A. Schlogelhofer, P.K. Skowronski, M. Wendt, A. P. Zemanek, A. Curcio, D. Gamba, E. Granados, H. Panuganti, A. Lyapin","Status of the CLEAR Electron Beam User Facility at CERN",983,3298
"MOPTS056","Y. Wang, M.X. Fan, A.H. Li, B. Li, P.H. Qu, X.L. Wu, J.P. Dai, H.C. Liu, P. Sha","Optimization of SC Cavity Type for CSNS Linac Upgrade",987,2117
"MOPTS057","Q. Chen, Z. Gao, Y. He, G. Huang, R. Huang, T.C. Jiang, S.H. Liu, L.P. Sun, X.W. Wang, Z.J. Wang, W.M. Yue","SSPA upgrade plan design for CiADS",990,3860
"MOPTS059","Z.J. Wang, Y. He, G. Huang, S.H. Liu, T. Tan, Y.Q. Wan, F.F. Wang, W.M. Yue","The Status of CiADS Superconducting LINAC",994,1622
"MOPTS060","H. P. Jiang, Q.M. Chen, W. Chen, Z.N. Han, H.F. Hao, J. Liu, J. Zhang, T. Zhang","SESRI 300 MeV Proton and Heavy Ion Accelerator",998,1773
"MOPTS063","L. Lu, T. He, C.C. Xing, L. Yang","Design and Low Power Test of a Prototype HOM LINAC",1001,2059
"MOPTS065","C. Meng, J. Gao, X.P. Li, G. Pei, J.R. Zhang","Alternative Design of CEPC LINAC",1005,2889
"MOPTS067","C. Meng, D.Y. He, X. He, J.Y. Li, Y.M. Peng, S.C. Wang, O. Xiao, J.R. Zhang, S.P. Zhang","The Progress in Physics Design of HEPS LINAC",1008,2894
"MOPTS068","S.Y. Xu","Beam Commissioning Experience of CSNS/RCS",1012,2699
"MOPTS072","L. Yang, T. He, Y. He, L. Lu, C.C. Xing, L. Yang, A.H. Li","RF DESIGN OF AN 81.25 MHz BENT-VANE TYPE RFQ",1015,2251
"MOPTS073","S.P. Zhang, J.Y. Li, C. Meng","Bunching System Optimization Based on MOGA",1018,3080
"MOPTS075","K. Zhu, M.J. Easton, P.P. Gan, S.L. Gao, H.P. Li, S. Liu, Y.R. Lu, Q.Y. Tan, L. Tao, Z. Wang, W.P. Dou, Y. He, C. Wang, Q. Wu, H.W. Zhao","Design and Experiment of a Window-Type CW Deuteron RFQ",1021,2486
"MOPTS076","S.P. Yun, J.J. Dang, H.S. Kim, Y. M. Kim, H.-J. Kwon, P. Lee, Y.G. Song","Operation and Upgrade of Proton Irradiation Facility at KOMAC",,3101
"MOPTS077","K.H. Kim, H.S. Jeong, H.S. Kim, S.G. Kim, H.-J. Kwon, Y.G. Song","RCCS Operation and Characteristics in Resonance Frequency Control Mode at KOMAC",1025,2189
"MOPTS078","H.S. Kim, Y.-S. Cho, J.J. Dang, H.S. Jeong, K.H. Kim, H.-J. Kwon, S.P. Yun","Design and Fabrication of 200 MHz Four-Vane RFQ for Ion Acceleration",,3152
"MOPTS079","J.Y. Lee, I.G. Jeong, S. Lee, Y. Kim, Y.J. Joo, H.R. Lee, P. Buaphad","Design of 1.5 GeV Compact Storage Ring for the EUV and Soft X-rays",1028,3249
"MOPTS080","B.-S. Park, I.S. Hong","Status and Installation Plan of RISP RFQ at Project Site",1031,2511
"MOPTS081","Y.S. Qin, M. Eshraqi, Y. Levinsen, R. Miyamoto","Design of the Transferline to the ESS Target and Beam Dump at Reduced Beam Energy",1034,3400
"MOPTS082","B. Gålnander, M. Eshraqi, C.A. Martins, R. Miyamoto, A. Farricker, M. Collins","Status of ESS Linac Upgrade Studies for ESSnuSB",1038,3226
"MOPTS083","E. Nilsson, M. Eshraqi, J. F. Esteban Muller, Y. Levinsen, N. Milas, R. Miyamoto","Beam Dynamics Simulation with an Updated Model for the ESS Ion Source and Low Energy Beam Transport",1042,3546
"MOPTS084","R. Miyamoto, C.S. Derrez, E. Laface, Y. Levinsen, N. Milas, A.G. Sosa, R. Tarkeshian, C.A. Thomas","ESS Low Energy Beam Transport Tuning During the First Beam Commissioning Stage",1046,3428
"MOPTS085","G.P. Di Giovanni, A. Blas, A. Findlay, G. Kotzian, B. Mikulec, G. Sterbini, F. Antoniou, Y. Brischetto","Commissioning of a New Digital Transverse Damper System at the PSB",1050,2645
"MOPTS086","A. Santamaría García, S.C.P. Albright, H. Bartosik, G.P. Di Giovanni, B. Mikulec, F. Asvesta, F. Antoniou, H. Rafique","Identification and Compensation of Betatronic Resonances in the Proton Synchrotron Booster at 160 Mev",1054,2614
"MOPTS087","F. Antoniou, S.C.P. Albright, H. Bartosik, P.K. Skowronski, G.P. Di Giovanni, V. Forte, M.A. Fraser, A. Garcia-Tabares, A. Huschauer, B. Mikulec, A. Santamaría García, F. Asvesta, T. Prebibaj","Transverse Emittance Studies at Extraction of the CERN PS Booster",1058,1862
"MOPTS089","M. Carlà, H. Bartosik, M.S. Beck, G. Kotzian, K.S.B. Li, C. Zannini, L.R. Carver, V. Kain, G. Rumolo","Transverse Beam Dynamics Studies With High Intensity LHC Beams in the SPS",1062,2013
"MOPTS090","M. Carlà, A. Alekou, H. Bartosik, L.R. Carver","Beam-Based Measurement of the Skew-Sextupolar Component of the Radio Frequency Field of a HL-LHC-Type Crab-Cavity",1066,2014
"MOPTS091","F. Carra, A. Bertarelli, M. Guinchard, F.J. Harden, M. Pasquali, S. Redaelli, E. Skordis, G. Gobbi, J. Guardia","Mechanical Robustness of HL-LHC Collimator Designs",1070,2307
"MOPTS092","F. Carra, E. Cano-Pleite, O. Capatina, K. Brodzinski","Numerical and Experimental Evaluation of the DQW Crab Cavity Cryomodule Thermal Budget",1074,2304
"MOPTS093","F. Carra, A. Bertarelli, G. Bregliozzi, S. Redaelli, M. Taborelli, C. Accettura, G. Cattenoz, M. Beghi, J. Guardia Valenzuela","Ultra-High Vacuum Characterization of Molybdenum-Carbide Graphite for HL-LHC Collimators",1078,2310
"MOPTS094","L. K. Grob, A. Apollonio, H. Kos, R. Schmidt, C. Charvet, E. Garcia-Tabares Valdivieso, C. Neves","Dust Analysis from LHC Vacuum System to Identify the Source of Macro-Particle-Beam-Interactions",1082,2836
"MOPTS095","E. Marin, D. Lanaia, R. Muñoz Horta, F. Perez","Optimization of the Alba Linac Operation Modes",1086,2262
"MOPTS096","D. Noll, G. Bellodi, S.B. Bertolo, F.D.L. Di Lorenzo, J.-B. Lallement, J. Lettry, A.M. Lombardi, C.M. Mastrostefano, B. Mikulec, M. O'Neil, S. Schuh, R. Wegner","Linac4: Reliability Run Results and Source Extraction Studies",1090,2342
"MOPTS097","O. Etisken, Y. Papaphilippou, T. Tydecks, F. Antoniou, A.K. Ciftci","Updates on Alternative Pre-Booster Ring Design and Wiggler Magnet Considerations of SPS for the FCC e+e- Injector",1094,2258
"MOPTS098","Y. Papaphilippou, L.R. Evans, R. Corsini, Y. Dutheil, B. Goddard, A. Grudiev, A. Latina, S. Stapnes, T.P.Å. Åkesson","A Primary Electron Beam Facility at CERN",1098,1911
"MOPTS099","D. Perini, G. Gobbi, J. Feng, Z. Li, W. Shao, K. Zhang, W. Liu, J. Wang, Y. Wang, Y. Yang, D.J. Crawford, J. Ruan, G. Stancari, L.R. Valerio","The Development Programme of Cathodes and Electron Guns for the Hollow Electron Lenses of the High Luminosity LHC Project",1102,2654
"MOPTS100","E. Senes, V. Forte, A. Huschauer, J. Emery, M.A. Fraser, A. Guerrero, F. Roncarolo, J.L. Sirvent, P.K. Skowronski, F. Tecker","Transverse Emittance Measurement in the CERN Proton Synchrotron in View of Beam Production for the High-Luminosity LHC",1106,2732
"MOPTS101","A. Santamaría García, H. Bartosik, J.A. Briz Monago, G.P. Di Giovanni, A. Guerrero, J.R. Hunt, B. Mikulec, F. Roncarolo, V. Vlachoudis, E. Senes, F. Antoniou","Study of the Transverse Emittance Blow-Up Along the Proton Synchrotron Booster Cycle During Wire Scanner Operation",1110,2630
"MOPTS102","P.K. Skowronski, M. Giovannozzi, A. Huschauer","Linear and Non-Linear Optics Measurements in PS using Turn-by-Turn BPM Data",1114,1661
"MOPTS103","R. Miyamoto, R.E. Bebb, E.C. Bergman, B. Bertrand, H. Danared, C.S. Derrez, E.M. Donegani, M. Eshraqi, J. F. Esteban Muller, T. Fay, B. Gålnander, V. Grishin, S. Haghtalab, H. Hassanzadegan, A. Jansson, H. Kocevar, E. Laface, Y. Levinsen, M. Mansouri, C.A. Martins, J.P.S. Martins, N. Milas, M. Munoz, E. Nilsson, D.C. Plostinar, C. Rosati, T.J. Shea, A.G. Sosa, R. Tarkeshian, L. Tchelidze, C.A. Thomas, P. L. van Velze, I. Bergstrom, L. Celona, L. Neri","First Results of Beam Commissioning on the ESS Site for the Ion Source and Low Energy Beam Transport",1118,3387
"MOPTS104","H.H. Chen, H.C. Chen, K.-K. Lin, Y.K. Lin","A Toolkit for Tracing Electron Beam Envelope at Low Energy Section of TPS Linac",1122,1644
"MOPTS105","A.P. Lee, M.C. Chou, H.P. Hsueh, J.-Y. Hwang, W.K. Lau, P. Wang","The High Brightness Photo-injector for THz CUR/VUV FEL at NSRRC",1125,2263
"MOPTS106","M. Vadai, A. Alomainy, H. Damerau","Barrier Bucket Studies in the CERN PS",1128,2243
"MOPTS107","M. Vadai, A. Alomainy, H. Damerau, S.S. Gilardoni, M. Giovannozzi, A. Huschauer","Beam Manipulations With Barrier Buckets in the CERN PS",1132,2244
"MOPTS110","L. Lari, F. Cerutti, L.S. Esposito, F.G. Garcia, Y. He, I. Kourbanis, N.V. Mokhov, E. Pozdeyev, I.L. Rakhno","FLUKA-MARS15 Simulations To Optimize the Fermilab PIP-II Movable Beam Absorber",1136,1765
"MOPTS111","P.F. Ma, X. Guan, R. Tang, X.W. Wang, Q.Z. Xing, X.D. Yu, S.X. Zheng","Primary Beam Dynamics Design of a Heavy-Ion IH-DTL With Electromagnetic Quadrupoles",1140,2156
"MOPTS112","P.F. Ma, X. Guan, R. Tang, X.W. Wang, Q.Z. Xing, X.D. Yu, S.X. Zheng, Y.H. Pu, J. Qiao, C.P. Wang, X.C. Xie, F. Yang","Matrix Approach to Decouple Transverse-Coupled Beams",1144,1700
"MOPTS113","M.J. Syphers, A. Narayanan","Sensitivity Analyses of All-Electric Storage Ring Designs",1148,3462
"MOPTS114","D. Raparia, G. Atoian, D.M. Gassner, D. Goldberg, O. Gould, T. Lehn, V. LoDestro, M. Mapes, I. Marneris, S. Polizzo, J. Ritter, A. Zaltsman, A. Zelenski","Upgrades for Subsystems of  the 200 MeV H- Linac at BNL",1152,2711
"MOPTS117","S.J. Smith, S. Biedron, S.I. Sosa Guitron, T.B. Bolin, B.E. Carlsten, F.L. Krawczyk, J.R. Cary, D.M. Cheatham","Exploration of High-Gradient Structures for 4th Generation Light Sources",1155,1917
"MOPTS118","S.J. Smith, S. Biedron, A. M. N. Elfrgani, E. Schamiloglu, S.I. Sosa Guitron, T.B. Bolin, P.G. Bethoney, M.S. Curtin, B. Hartman, T. Pressnall, D.A. Swenson, J.R. Cary, D.M. Cheatham","3D Electromagnetic/PIC Simulations for a Novel RFQ/RFI Linac Design",1158,1915
"MOPTS119","Y. Sun, K. Belcher, J.C. Dooling, A. Goel, A.L. Hillman, R.T. Keane, A.F. Pietryla, H. Shang, A. Zholents","APS LINAC Interleaving Operation",1161,2942
"MOPTS120","A.V. Aleksandrov, S.M. Cousineau, K.J. Ruisard, V. Tzoganis, A.P. Zhukov, Z.L. Zhang","Commissioning of the New Experimental FODO Line at the SNS Beam Test Facility",1164,3717
"MOXPLM1","S.L. Sheehy","Meeting Future Challenges in Accelerators: Innovation, Collaboration and Communication.",,1561
"MOXPLM2","M. Ferrario, R.W. Assmann","From Dreams to Reality: Prospects for Applying Advanced Accelerator Technology to Next Generation Scientific User Facilities",1,1404
"MOYPLM1","S. Igarashi","Challenges to Higher Beam Power in J-PARC: Achieved Performance and Future Prospects",6,1429
"MOYPLM2","D. Kostin, V. Ayvazyan, J. Branlard, W. Decking, L. Lilje, M. Omet, T. Schnautz, E. Vogel, N. Walker","SRF Operation at XFEL: Lessons Learned After More Than One Year",12,1178
"MOYPLM3","L. Rossi, O.S. Brüning","Progress with the High Luminosity LHC Project at CERN",17,1494
"MOZPLM1","S. Fu, S. Wang","Operation Status and Upgrade of CSNS",23,1224
"MOZPLM2","U. Ratzinger","Overview of Worldwide High Intensity Heavy Ion Linacs",,1223
"MOZPLS1","H. Aihara","Particle Physics at the High Energy Frontier with the Next Electron-Positron Collider",,1298
"MOZPLS2","G.J. Marr, E.N. Beebe, I. Blackler, W. Christie, K.A. Drees, P.S. Dyer, A.V. Fedotov, W. Fischer, C.J. Gardner, H. Huang, T. Kanesue, N.A. Kling, V. Litvinenko, C. Liu, Y. Luo, D. Maffei, B. Martin, A. Marusic, K. Mernick, M.G. Minty, C. Naylor, M. Okamura, I. Pinayev, G. Robert-Demolaize, T. Roser, P. Sampson, V. Schoefer, T.C. Shrey, D. Steski, P. Thieberger, J.E. Tuozzolo, K. Zeno, I.Y. Zhang","Ion Collider Precision Measurements With Different Species",28,1323
"MOZZPLM1","M. Miski-Oglu, C. Burandt, M. Heilmann, A. Rubin, A. Schnase, V. Gettmann, T. Kuerzeder, W.A. Barth, S. Yaramyshev, K. Aulenbacher, M. Basten, M. Busch, T. Conrad, H. Podlech, M. Schwarz, F.D. Dziuba","Beam Commissioning of the Demonstrator Setup for the Superconducting  Continuous Wave HIM/GSI-Linac",33,2461
"MOZZPLM2","Y. Sue, K. Inami, H. Iinuma, Y. Nakazawa, N. Saito, Y. Kondo, R. Kitamura, K. Hasegawa, T. Morishita, K. Futatsukawa, N. Kawamura, M. Otani, T. Yamazaki, T. Mibe, Y. Miyake, T. Iijima, Y. Takeuchi, M. Yotsuzuka, K. Ishida, T. Ushizawa, H.Y. Yasuda","A Bunch Structure Measurement of Muons Accelerated by RFQ Using a Longitudinal Beam-Profile Monitor With High Time Resolution",37,1959
"MOZZPLM3","D. Stratakis, B.E. Drendel, J.P. Morgan, N.S. Froemming, M.J. Syphers","Commissioning and First Results of the Fermilab Muon Campus",41,1732
"MOZZPLS1","C. Montag, J. Beebe-Wang, J.S. Berg, M. Blaskiewicz, A. Blednykh, J.M. Brennan, S.J. Brooks, K.A. Brown, K.A. Drees, A.V. Fedotov, W. Fischer, D.M. Gassner, W. Guo, A. Hershcovitch, C. Hetzel, D. Holmes, H. Huang, W.A. Jackson, J. Kewisch, Y. Li, C. Liu, H. Lovelace III, Y. Luo, F. Meot, M.G. Minty, R.B. Palmer, B. Parker, S. Peggs, V. Ptitsyn, V.H. Ranjbar, G. Robert-Demolaize, S. Seletskiy, V.V. Smaluk, K.S. Smith, S. Tepikian, P. Thieberger, D. Trbojevic, N. Tsoupas, S. Verdu-Andres, W.-T. Weng, F.J. Willeke, H. Witte, Q. Wu, W. Xu, A. Zaltsman, W. Zhang, G. Bassi, Y. Hao, E. Gianfelice-Wendt","eRHIC Design Overview",45,2323
"MOZZPLS2","M.E. Biagini, M. Antonelli, M. Boscolo, S. Guiducci, C. Vaccarezza, A. Variola, S.M. Liuzzo, P. Raimondi, A. Bacci, G. Cesarini, M. Bauce, F. Collamati, N. Pastrone, O.R. Blanco-García, A. Ciarma, A. Giribono, I. Chaikovska, R. Chehab, D. Lucchesi","Positron Driven Muon Source for a Muon Collider: Recent Developments",49,2811
"MOZZPLS3","Y.L. Chi","R&D Status of CEPC Accelerator",,1942
"THAPLM2","V.G. Vaccaro","Xie Jialin Prize for Outstanding Work in the Accelerator Field, With No Age Limit",,3939
"THAPLM3","V.D. Shiltsev","2019 Nishikawa Tetsuji Prize Talk",3439,3940
"THAPLM4","X.Q. Yan","The Hogil Kim Prize",,3941
"THAPLM5","J.P. MacArthur","The Mark Oliphant Prize",,3942
"THPGW001","J. Pasternak, H.T. Lau, O. Ettlinger, C. Hunt, A. Kurup, K.R. Long, Z. Najmudin, J.K. Pozimski","Design of LhARA - Laser Hybrid Accelerator for Radiobiological Applications",3578,3236
"THPGW002","R.P. Nunes, G.X. Xia, A. Bonatto [on leave]","A Passive Plasma Beam Dump Study with Application to EuPRAXIA",3581,2385
"THPGW003","A. Bonatto, R.P. Nunes, G.X. Xia","Energy Loss of an Electron Beam with Gaussian Density Profile Propagating in a Passive Plasma Beam Dump",3584,2387
"THPGW004","N.V. Avreline, P.G. Alexey, S.M. Polozov","The Use of an RF Undulator in the Design of an Accelerating Structure",3587,2506
"THPGW005","N.V. Avreline, Y. Bylinskii, D. Gregoire, B. Jakovljevic, R.E. Laxdal, X. Wang, B.S. Waraich, V. Zvyagintsev","Recent Developments of the 520 MeV Cyclotron's High-Power RF System at TRIUMF",3591,2505
"THPGW006","A. Chance, P.A.P. Nghiem, X. Li","Avoiding Emittance Degradation When Transferring the Beam From and to a Plasma-Wakefield Stage",3594,2706
"THPGW007","D. Oumbarek Espinos, T. Andre, C. Benabderrahmane, M.-E. Couprie, A. Ghaith, C.A. Kitegi, M. Labat, A. Lestrade, A. Loulergue, F. Marteau, P. N'gotta, M. Valléau, S. Corde, J. Gautier, J.-P. Goddet, V. Malka, A. Tafzi, C. Thaury, E. Roussel","Skew Quadrupole Effect on Laser Plasma Electron Beam Transport on COXINEL",,2733
"THPGW010","R.W. Assmann, R. Brinkmann, F. Burkart, U. Dorda, A. Ferran Pousa, K. Floettmann, T. Heinemann, M. Krasilnikov, B. Marchetti, J. Osterhoff, E. Panofski, E.N. Svystun, P.A. Walker, M. Gross, O. Lishilin, G. Loisch, A. Oppelt, H.J. Qian, F. Stephan, M. Büscher, A. Lehrach, V. Bagnoud, D. Schumacher, J. Bahrdt, W. Frentrup, S. Gottschlich, S. Grimmer, M. Huck, J.G. Hwang, T. Kamps, C. Kuhn, A. Meseck, C. Rethfeldt, M. Scheer, D. Albach, E. Beyreuther, M.H. Bussmann, J.P. Couperus, A.D. Debus, A. Irman, T. Kluge, S. Kraft, F. Kroll, M. Loeser, J. Metzkes, H.P. Schlenvoigt, U. Schramm, M. Siebold, K. Zeil, C. Brabetz, M. Kaluza, A. Sävert, M.B. Schwab, A. Bernhard, E. Bründermann, K. Damminsek, S. Funkner, B. Haerer, A.-S. Mueller, M.J. Nasse, G. Niehues, A.I. Papash, R. Ruprecht, M. Schuh, J.L. Steinmann, A.F. Habib, B. Hidding, G.G. Manahan, P. McKenna, B.W.J. McNeil, Z.M. Sheng, F.J. Gruener, A.R. Maier","ATHENA - The Laser-Plasma Accelerator Project of the Helmholtz Association",,3321
"THPGW011","F. Burkart, R.W. Assmann, U. Dorda, B. Marchetti, F.X. Kaertner, N.H. Matlis, T. Rohwer","Commissioning-Stages and Radio-Protection Concept for the THz-Linac Based Accelerator "AXSIS" at DESY",3598,2741
"THPGW012","A. Ferran Pousa, R.W. Assmann, A. Martinez de la Ossa","Wake-T: A Fast Particle Tracking Code for Plasma-Based Accelerators",3601,2600
"THPGW014","L. Genovese, R.W. Assmann, U. Dorda, M. Kellermeier, F. Lemery, W. Kuropka, F. Mayet","Tolerance Studies and Limitations for Photonic Bandgap Fiber Accelerators",3605,3331
"THPGW015","R. Rossmanith, A. Bernhard, K. Damminsek, J. Gethmann, S. Richter, R.W. Assmann, F. Burkart, U. Dorda, F. Jafarinia, B. Marchetti, M. Kaluza","Proposed Beam Test of a Transverse Gradient Undulator at the SINBAD Facility at DESY",3609,1688
"THPGW016","O. Lishilin, Y. Chen, J.D. Good, M. Gross, I.I. Isaev, C. Koschitzki, M. Krasilnikov, G. Loisch, D. Melkumyan, R. Niemczyk, A. Oppelt, H.J. Qian, F. Stephan, F.J. Gruener, R. Brinkmann, A. Martinez de la Ossa, J. Osterhoff, T.J. Mehrling, C.B. Schroeder","Overview and Prospects of Plasma Wakefield Acceleration Experiments at PITZ",3612,2141
"THPGW017","O. Lishilin, Y. Chen, J.D. Good, M. Gross, I.I. Isaev, C. Koschitzki, M. Krasilnikov, G. Loisch, A. Oppelt, H.J. Qian, F. Stephan, F.J. Gruener, R. Brinkmann, A. Martinez de la Ossa, J. Osterhoff, T.J. Mehrling, C.B. Schroeder","Self-Modulation Instability of Electron Beams in Plasma Channels of Variable Length",3616,2142
"THPGW018","J.M. Garland, P. Niknejadi, J. Osterhoff, L. Schaper, B. Schmidt, G.E. Tauscher","Plasma Target Characterisation and Measurements at FLASHForward",,3473
"THPGW019","P. Niknejadi, R.T.P. D'Arcy, J.M. Garland, J. Osterhoff, L. Schaper, B. Schmidt, G.E. Tauscher, M. Ferrario, S. Romeo, T.J. Mehrling, C.A. Lindstrom","FLASHforward Findings for the EuPRAXIA Design Study and the Next-Generation of Compact Accelerator Facilities",3619,3432
