"paper","authors","title","position","contribution ID"
"MOPHA141","F. Tao, K.W. Belt","Dynamic System Reliability Modelling of SLAC's Radiation Safety Systems",559,1735
"MOPHA142","F. Tao, B.M. Bennett, N. Lipkowitz","FACET-II Radiation Safety Systems Development",563,1797
"MOPHA143","R. Rujanakraikarn, P. Koonpong, S. Tesprasitte","Motion Control Development of the Material Handling System for Industrial Linac Project at SLRI",567,1645
"MOPHA145","A. Topaloudis, J.C. Allica Santamaria","Evolution of the CERN LINAC 4 Intensity Interlock System Using a Generic, Real-Time Comparator in C++",571,1744
"MOPHA146","S.K. Trummer, R.E. Aboud, C.G. Karkazis, G.R. Larkin, D.A. Martin, T.I. Suratwala, M.C. Nostrand","Optimizing the Automated Control System for Repairing Optics at the National Ignition Facility",,1630
"MOPHA147","S.N. Twum, A.F. Joubert, K. Madisa","Integrating the First SKA MPI Dish Into the MeerKAT Array",576,1101
"MOPHA149","B. Urbaniec, C. Roderick","Accelerator Schedule Management at CERN",580,2063
"MOPHA151","L. Grech, D. Alves, S. Jackson, J. Wenninger, G. Valentino","Feasibility of Hardware Acceleration in the LHC Orbit Feedback Controller",585,1324
"MOPHA152","N. Voumard, C. Boucly, M.P. Pimentel, P. Van Trappen, L. Strobino","Use of Multi-Network Fieldbus for Integration of Low-Level Intelligent Controller Within Control Architecture of Fast Pulsed System at CERN",590,1588
"MOPHA153","P. Van Trappen, E. Carlier, M. Gauthier, N. Magnin, E.J. Oltedal, J. Schipper","SoC Technology for Embedded Control and Interlocking Within Fast Pulsed Systems at CERN",593,1620
"MOPHA154","J.A. Vasquez","Data Acquisition System Deployment Using Docker Containers for the SMuRF Project",598,1537
"MOPHA156","K. Vodopivec, J.E. Breeding, J.W. Sinclair","The Linux Device Driver Framework for High-Throughput Lossless Data Streaming Applications",603,1648
"MOPHA157","C.H. Wang, C.P. Chu, H.H. Lv","Global Information Management System for HEPS",607,1302
"MOPHA158","L. Wang, M.T. Kang, X. Wu, C.P. Chu, F.Q. Guo, Y.C. He, D.P. Jin, J. Liu, Y.L. Zhang, Z. Zhao, P. Zhu","Compact Electronic Logbook System",612,1565
"MOPHA159","P.P. Wang, S. An, J.J. Chang, X.J. Liu","Control System Designing of JUNA ECR and LEBT",,1203
"MOPHA160","K. Woods, R.J. Clegg, N.S. Cook, R. Millward, F. Barnsely, C. Jones","Enabling Data Analytics as a Service for Large Scale Facilities",615,1671
"MOPHA163","K. Yamakawa","The Detector Control System of the Muon Forward Tracker for the ALICE Experiment at LHC",618,1495
"MOPHA164","J. Yan, J. Gubeli, K. Jordan, B. Bailey","Wire Scanner for High Intensity Beam Profile Diagnostics",623,1706
"MOPHA165","Z.G. Yin, X.L. Fu, X.T. Lu, T.J. Zhang, X.E. Mu","An Embedded IOC for 100 MeV Cyclotron RF Control",626,1143
"MOPHA166","W. Zhang, S. An","EPICS Transform of HIRFL Control System",,1348
"MOPHA167","T. Zhang, D.G. Maxwell","Cloud Computing Platform for High-level Physics Applications Development",630,1587
"MOPHA169","J.M. Zhou, A.L. Li, K.N. Li, C.H. Peng, J. Zheng","Design of Vacuum Control System for Superconducting Accelerator",635,1462
"MOPHA170","Y.X. Qiu, L. Hu, K. Zhou, J. Zhuang","Control Software of CSNS Multi-Purpose Reflectometer",,1322
"MOPHA173","S. Bart Pedersen, S. Jackson","Graphical User Interface Programming Challenges Moving Beyond Java Swing and JavaFX",638,2182
"MOSH1001","M. Tanigaki","Current Status of KURAMA-II",642,1693
"MOSH1002","K.R. Lauer","adviewer: The EPICS Area Detector Configurator You Didn't Know You Needed",646,1715
"MOSH3001","M. Boros, R.N. Fernandes, B. Peceli, G. Singler","An EPICS Channel Access Implementation on Siemens PLCs",649,1368
"MOSH3002","G.W. Kowalski","Standarized Approach for Automatic Measurement and Application of Local  Feed-Forward Correction for Insertion Devices",,1662
"MOSH4001","M. Scarcia, R. Borghes, M. Lonza, M. Manfredda, R. Mincigrucci, E. Pedersoli","A Library of Fundamental Building Blocks for Experimental Control Software",654,1700
"MOSH4002","J.P. Edelen, M.V. Keilman, P. Moeller, R. Nagler","A Cloud Based Framework for Advanced Accelerator Controls",656,1631
"THAPP01","S.T. Huynh, H. Ali, N. Coppola, P. Gessler, N. Jardón Bueno, M. Stupar, J. Zach, B. Baranasic, T. Freyermuth, J. Tolkiehn","Automatic Generation of PLC Projects Using Standardized Components and Data Models",1539,1829
"THAPP02","A. Gaget, T.J. Joannem","The Control System of the Elliptical Cavity and Cryomodule Test Stand Demonstrator for ESS",1545,1487
"THAPP03","A. Kiyomichi, N. Hosoda, M. Yamaga, M. Ishii, T. Fukui, H. Maesaka","Construction of Beam Monitor Control System for Beam Transport From SACLA to SPring-8",1551,1653
"THAPP04","P. Lotrus, Q. Bertrand, F. Gohier, T.J. Joannem, K. Saintin, G.A. Durand, N. Solenne","EPICS Tools for Small Experiment Based on PLC",1556,1483
"THAPP05","P. Gessler, H. Ali, F. Babies, K.-E. Ballak, H. Bamaga, O. Bieler, N. Coppola, K. Dornack, J. Eilers, D. Emes, M. Fobian, S.T. Huynh, N. Jardón Bueno, M. Meyer, O. Oshtuk, P. Parlicki, S. Sayar, M. Stupar, H. Vega Perez, S. Wagner, J. Zach, B. Baranasic, B. Fernandes, T. Freyermuth, J. Reifschläger, H. Sotoudi Namin, J. Tolkiehn","Overview of Acquisition and Control Electronics and Concepts for Experiments and Beam Transport at the European XFEL",1561,1839
"THAPP06","A.F. Balzer, P. Sreelatha Devi, A. Ziegler","Double Crystal Monochromator Control System for Energy Materials In-Situ Laboratory Berlin (EMIL)",1568,1369
"THBPP01","R.J. Williams, A.J. Borrowman, A. Greer, A. Yoshimura, A. Fehlmann, B.D. Goodrich, J.R. Hubbard, I.F. Scholl","Building the Control System to Operate the Cryogenic Near Infrared Spectropolarimeter Instrument for the Daniel K. Inouye Solar Telescope",1575,1347
"THBPP02","R. Borghes, F. Billè, V. Chenda, G. Kourousias, M. Prica","DonkiOrchestra: A Software Trigger-Driven Framework for Data Collection and Experiment Management Based on Zeromq Distributed Messaging",1582,1525
"THBPP03","P. Mutti, F. Cecillon, Y. Le Goc, G. Song","Deep Learning Methods on Neutron Scattering Data",1587,1464
"THBPP04","O. Ivashkevych, M. Abeykoon, J. Adams, G. Bischof, E.D. Dooryhee, J. Li, R. Petkus, J.T. Trunk, Z. Yin","Hard X-Ray Pair Distribution Function (PDF) Beamline and End-Station Control System",1591,1494
"THBPP05","G.D. Yendell, U.K. Pedersen, M.P. Taylor, A. Greer, A.B. Neaves, T.C. Nicholls","Implementing Odin as a Control and Data Acquisition Framework for Eiger Detectors",1597,1569
"THCPL01","A. Adelmann","Report From the 2nd ICFA Mini-Workshop on Machine Learning for Charged Particle Accelerators",,1961
"THCPL02","L.M. Kegelmeyer","Evolution of Machine Learning for NIF Optics Inspection",,2021
"THCPL03","C.N. Melton, A. Hexemer, S. Liu, M. Marcus, H. Nishimura, C. Sun, S.C. Leemann","Machine Learning for Beam Size Stabilization at the Advanced Light Source",,1431
"THCPL04","J-P. Airiau, V. Denis, P. Fourtillan, C. Lacombe, S. Vermersch","SCIBORG: Analyzing and Monitoring LMJ Facility Health and Performance Indicators",1604,1385
"THCPL05","K.O.E. Martensson, B. Bradu, G. Ferlin","Signal Analysis for Automated Diagnostic Applied to LHC Cryogenics",1608,1366
"THCPL06","P. Fernandez Carmona, Z. Chowdhuri, S.G. Ebner, F. Gagnon-Moisan, M. Grossmann, J. Snuverink, D.C. Weber","Introducing Big Data Analysis in a Proton Therapy Facility to Reduce Technical Downtime",1615,1628
"THCPL07","T. D'Ottavio, P.S. Dyer, J. Piacentino, M.R. Tomko","Experience Using NuPIC to Detect Anomalies in Controls Data",1619,2022
"THCPR01","S. Pioli, M. Belli, M.M. Beretta, B. Buonomo, P. Ciambrone, L.G. Foggetta, A. Variola, P. Valente, D.G.C. Di Giulio, O. Frasciello","Novel FPGA-Based Instrumentation for Personnel Safety Systems in Particle Accelerator Facility",1624,1402
"THCPR02","D.L. Humphreys","Target Control and Protection Systems Lessons from SNS Operations",1630,1729
"THCPR03","F. Tao, B.M. Bennett, D.G. Brown, J. Jones, M.W. Stettler","A Safety Rated FPGA Framework for Fast Safety Systems",1633,1734
"THCPR04","T. Wamsat, T. Lensch","The European XFEL Beam Loss Monitor System",1637,1826
"THCPR05","M. Liu, C.X. Yin, E. Erjavec, U. Legat","Fast Machine Interlock System and Its Applications",,1568
"THCPR06","S. Kersten, P. Kind, M. Wensing, C.W. Chen, J.-P. Martin, N.A. Starinski, E. Stanecka, I. Mandiz, P.W. Phillips, D. Florez, C. Sandoval, S.H. Connell","The ITk Common Monitoring and Interlock System",1641,1426
"THCPR07","R.A. Kadyrov, C.I. Clarke, A.S. Fisher, M. Petree, C. Yee","Electronics for LCLS-II Beam Containment System Loss Monitors",1648,1606
"THCPR08","C.H. Patard, C. Berthe, F. Bucaille, G. Duteil, P. Gillette, E. Lecorche, G. Normand, R.J.F. Roze, Q. Tura","SPIRAL2 Machine Protection System Status Report",1652,1704
"THKPP01","G. Vajente","Gravitational Wave Detectors:  Controls at the Femtometer Level",,2204
"TUAPP01","C. Serrano, M. Betz, L.R. Doolittle, S. Paiagua, V.K. Vytla","Hardware-in-the-Loop Testing of Accelerator Firmware",660,2003
"TUAPP02","T. Fukui, N. Hosoda, M. Ishii, E. Iwai, H. Maesaka, T. Ohshima","Development of the MTCA.4 I/O Cards for SPring-8 Upgrade and New 3 GeV Light Source",666,1598
"TUAPP03","G. Daniluk, C. Gentsos, E. Gousiou, L. Patnaik, M. Rizzi","Low-Cost Modular Platform for Custom Electronics in Radiation-Exposed and Radiation-Free Areas at CERN",672,1531
"TUAPP04","W.E. Pekrul, C. Theisen","Extending the Life of the VME Infrastructure at BNL",679,1840
"TUAPP05","G.B. Christian, M.G. Abbott, T.M. Cobb, C.A. Colborne, A.M. Cousins, P. Garrick, T.E. Trafford, I.S. Uzun, S.M. Minolli, Y.-M. Abiven, J. Bisou, F. Langlois, G. Renaud, G. Thibaux, S. Zhang","PandABlocks - a Flexible Framework for Zynq7000-Based SoC Configuration",683,1507
"TUBPL01","B. Gkotse, F. Ravotti, P. Jouvelot","Automatic Web Application Generation From an Irradiation Experiment Data Management Ontology (IEDM)",688,1623
"TUBPL02","A. Gotz, J. Bodera Sempere, A. Campbell, A. De Maria Antolinos, R.D. Dimper, J. Kieffer, V.A. Solé, T. Vincet, N. Carboni, L. Schrettner, F.M. Gliksohn, M. Bertelsen, T. Holm Rod, T.S. Richter, J.W. Taylor, R. Pugliese, J.C. E, H. Fangohr, C. Fortmann-Grote, T.A. Kluyver, R. Rosca, S. Caunt, J. Hall, J.F. Perrin","Enabling Open Science for Photon and Neutron Sources",695,1792
"TUBPL03","T. Matsumoto, Y. Furukawa, Y. Hiraoka, M. Kodera, T. Matsushita, K. Nakada, A. Yamashita, S. Yokota","Experimental Data Transfer System BENTEN at SPring-8",703,1505
"TUBPL04","K. Moriyama, T. Nakatani","Public Cloud-based Remote Access Infrastructure for Neutron Scattering Experiments at MLF, J-PARC",708,1479
"TUBPL05","T. Ashwarya, E.T. Berryman, M.G. Konrad","RecSyncETCD: A Fault-tolerant Service for EPICS PV Configuration Data",715,1471
"TUBPL06","A. Kiourkos, S. Infante, K.S. Seintaridis","Energy Consumption Monitoring With Graph Databases and Service Oriented Architecture",720,1365
"TUBPR01","D. Lampridis, T. Gingold, F. Vaga, T. Wlostowski, A. Wujek, M. Malczak","The Distributed Oscilloscope: A Large-Scale Fully Synchronised Data Acquisition System Over White Rabbit",726,1742
"TUBPR02","F.C. Badets, G.A. Billiot, S. Bouquet, B. Caillat, A. Fustier, F. Lepin, C. Magnier, G. Regis, A. Spataro, B. Riondet, D. Monnier-Bourdin","A 4-Channel, 7 ns-Delay Tuning Range, 400 fs-Step, 1.8 ps RMS Jitter, Delay Generator Implemented in a 180 nm CMOS Technology",734,1724
"TUBPR03","A. Peters, J.M. Mosthaf, C. Schoemers","Major Upgrade of the HIT Accelerator Control System Using PTP and TSN Technology",739,1572
"TUBPR04","D. Wang, Y. Iitsuka, K. Furukawa, H. Kaji, M. Satoh, H. Sugimura, T. Kudou, S. Kusano","The Fault Diagnosis of Event Timing System in SuperKEKB",742,1371
"TUBPR05","P. K. Kankiya, M.R. Costanzo, J.P. Jamilkowski","LEReC Timing Synchronization with RHIC Beam",747,1835
"TUBPR06","T. Somerlinck, T. Falgon, N. Bazoge, S. Hocquet, D. Monnier-Bourdin","Laser Megajoule Timing System",750,1502
"TUCPL01","L. Vera Ramirez, T. Mertens, R. Mueller, J. Viefhaus, G. Hartmann","Adding Machine Learning to the Analysis and Optimization Toolsets at the Light Source BESSY II",755,1520
"TUCPL02","M. Kim, S.M. Ammons, B. Hackel, L. Poyneer","Processing System Design for Implementing a Linear Quadratic Gaussian (LQG) Controller to Optimize the Real-Time Correction of High Wind-Blown Turbulence",762,1711
"TUCPL03","S. Tranquille-Marques, P. Prunet","The LMJ Target Diagnostics Integration",768,1362
"TUCPL04","M.L. Gibbs, W.S. Colocho, A. Osman, J. Shtalenkova","A Model-Based Simulator for the LCLS Accelerator",774,1639
"TUCPL05","M. Brendike, R. Baker, G. Berruyer, L. Ducotte, H. Gonzalez, C. Guilloud, M. Perez","ESRF-Double Crystal Monochromator Prototype - Control Concept",777,1793
"TUCPL06","T. Boltz, E. Bründermann, M. Caselle, A. Kopmann, W. Wang, W. Mexner, A.-S. Mueller","Accelerating Machine Learning for Machine Physics (an AMALEA-project at KIT)",782,1594
"TUCPL07","J.P. Edelen, N.M. Cook, K.A. Brown, P.S. Dyer","Optimal Control for Rapid Switching of Beam Energies for the ATR Line at BNL",790,1634
"TUCPR01","S. Nelson","Developing a Toolkit for Analysis of LCLS Pump-Probe Data",796,1716
"TUCPR02","H. Fangohr, S. Brockhauser, J. Reppin, F. Schluenzen, M. Schuh, A. Campbell, A. Gotz, J. Kieffer, T. Holm Rod, J.R. Selknaes, J.W. Taylor, A. Madsen, T. Rüter, M. Beg, M. Bergemann, V. Bondar, C. Carinan, R. Costa, F. Dall'Antonia, C. Danilevski, J.C. E, W. Ehsan, S.G. Esenov, R. Fabbri, S. Fangohr, G. Flucke, C. Fortmann-Grote, D. Fulla Marsa, G. Giovanetti, D. Goeries, S. Hauf, D.G. Hickin, T. Jarosiewicz, E. Kamil, M. Karnevskiy, Y. Kirienko, A. Klimovskaia, T.A. Kluyver, M. Kuster, L. Le Guyader, L.G. Maia, D. Mamchyk, L. Mercadier, T. Michelat, J. Moeller, I. Mohacsi, A. Parenti, M. Reiser, R. Rosca, D.B. Rück, H. Santos, R. Schaffer, A. Scherz, M. Scholz, A. Silenzi, M. Spirzewski, J. Sztuk, J. Szuba, S. Trojanowski, K. Wrona, A.A. Yaroslavtsev, J. Zhu, J. Hall, E. Pellegrini, J.F. Perrin, E. Fernandez-del-Castillo, G. Sipos","Data Exploration and Analysis with Jupyter Notebooks",800,1596
"TUCPR03","I. Sinkarenko, S. Zanzottera, V. Baggiolini","Our Journey from Java to PyQt and Web for CERN Accelerator Control GUIs",808,2065
"TUCPR04","M.J. Clarke, G.C. Murphy, R. Nørager, T.S. Richter","Improving User Experience in Complex Systems",813,1474
"TUCPR05","X. Yao, R.D. Gregory, G.S. Guyotte, S.M. Hartman, K.-U. Kasemir, C.A. Lionberger, M.R. Pearson","UX Focused Development Work During Recent ORNL EPICS-Based Instrument Control System Upgrade Projects",819,1796
"TUCPR06","A. Sukhanov, W. Fu, J.P. Jamilkowski, R.H. Olsen","Fast Interactive Python-based Analysis of Streamed Images",825,1344
"TUCPR07","T. Zhang, K. Fukushima, M. Ikegami, D.G. Maxwell, P.N. Ostroumov","High-level Physics Controls Applications Development for FRIB",829,1323
"TUDPP01","G. Vino, D. Elia, V. Chibante Barroso, A. Wegrzynek","A Monitoring System for the New ALICE O2 Farm",836,1597
"TUDPP02","S. Veseli, N.D. Arnold, T.G. Berenc, J. Carwardine, G. Decker, T. Fors, T.J. Madden, G. Shen, S.E. Shoaf","Data Acquisition System for the APS Upgrade",842,1764
"TUDPP03","A.A. Derbenev","Improvement of EPICS Software Deployment at NSLS-II",848,1649
"TUDPP04","R.F. Clarke, G. Cox, M.D. Hancock, P.W. Heath, N. Knowles, B.G. Martlew, A. Oates, P.H. Owens, W. Smith, J.T.G. Wilson, S. Kinder","Data Acquisition and Virtualisation of the CLARA Controls System",853,1805
"TUKPP01","F.D. Hudson","Build the Future Harnessing Advanced Technology Innovations and Inclusion",,2202
"WEAPP01","M. Pecchioli","Old and New Generation Control Systems at ESA",860,1500
"WEAPP02","A.D. Casey, P. Adams, M.J. Christensen, E.P. Ghere, N.I. Spafford, M.R.V. Srirangapatanam, K.L. Tribbey, R. Vadlamani, K.S. White, D.P. Yee","Modernization Challenges for the IT Infrastructure  at the National Ignition Facility",867,1592
"WEAPP03","T.S. McGuckin, R.J. Slominski","Converting From NIS to Redhat Identity Management",872,1282
"WEAPP04","B. Bertrand, S. Armanet, J. Christensson, A. Curri, A. Harrisson, R. Mudingay","ICS Infrastructure Deployment Overview at ESS",876,1687
"WEBPP01","L. Schrettner, B. Bagó, B. Erdohelyi, L.J. Fulop, Z. Héjja, F. Horvath, Sz. Horváth, G. Kávai, V. Kurusa","Control System Development and Integration at ELI-ALPS",881,1681
"WEBPP02","K. Vodopivec","Centralized System Management of IPMI Enabled Platforms Using EPICS",888,1647
"WEBPP03","J. Langot, C. Baret, P. Fourtillan, J.F. Gleyze, D. Hamon, D. Lebeaux, A. Perrin","The Laser Megajoule Facility: Front End's Control System",892,1407
"WEBPP04","A.D. Parsons, S. Ahmed, M. Basham, D. Bond, B. Bradnick, M.H. Burt, T.M. Cobb, N. Dougan, M. Drakopoulos, J. Ferner, J. Filik, C.A. Forrester, L. Hudson, P. Joyce, B. Kaulich, A. Kavva, J.H. Kelly, J. Mudd, B.J. Nutter, N. O'Brien, P.D. Quinn, K.A. Ralphs, C. Reinhard, J. Shannon, M.P. Taylor, T.E. Trafford, X.T. Tran, E. Warrick, A.A. Wilson, A.D. Winter","P99: An Optical Beamline for Offline Technique Development and Systems Integration for Prototype Beamline Instrumentation",899,1816
"WECPL01","T. Sugimoto, N. Hosoda, K. Okada, M. Yamaga, M. Ishii, T. Fukui","Status of the Control System for Fully Integrated SACLA/SPring-8 Accelerator Complex and New 3 GeV Light Source Being Constructed at Tohoku, Japan",905,1702
"WECPL02","T. Celcer, A. Babic, S.G. Ebner, F. Märki, L. Sala","Roadmap to 100 Hz DAQ at SwissFEL: Experiences and Lessons Learned",910,1517
"WECPL03","M.A. Montironi, C.J. Andrews, H. Bassan, K.R. Lauer, Yu.I. Levashov, H.-D. Nuhn, Z.R. Wolf, ¿. Oven","Implementation of the Motion Control System for LCLS-II Undulators",916,1616
"WECPL04","J.P. Sullivan","Beamline Control System Upgrade Strategy for the APS-U",,1884
"WECPL05","R.A. Washington","Migrating to Tiny Core Linux in a Control System",921,1730
"WECPR01","A.N. Johnson, G. Shen, S. Veseli, K. Shroff, T. Korhonen, H. Junkes, M.G. Konrad, R. Lange, S.M. Hartman, K.-U. Kasemir, M.A. Davidsaver, M.R. Kraimer, K.H. Kim","EPICS 7 Core Status Report",924,1708
"WECPR02","B.S. Martins","Benefits and Drawbacks of Using Rust in an Existing C/C++ Codebase",930,1625
"WECPR03","G. Flucke, N. Al-Qudami, M. Beg, M. Bergemann, V. Bondar, D. Boukhelef, C. Carinan, R. Costa, F. Dall'Antonia, C. Danilevski, W. Ehsan, S.G. Esenov, R. Fabbri, D. Fulla Marsa, G. Giovanetti, D. Goeries, S. Hauf, D.G. Hickin, E. Kamil, Y. Kirienko, A. Klimovskaia, T.A. Kluyver, D. Mamchyk, T. Michelat, I. Mohacsi, A. Muennich, A. Parenti, R. Rosca, D.B. Rück, H. Santos, R. Schaffer, A. Silenzi, K. Wrona, C. Youngman, J. Zhu, S. Brockhauser, H. Fangohr","Status of the Karabo Control and Data Processing Framework",938,1814
"WECPR04","P. K. Kankiya, J.P. Jamilkowski, A. Sukhanov","Automated Testing and Validation of Control Parameters",,1836
"WECPR05","Y. Enomoto, K. Furukawa, T. Natsui, M. Satoh, H.S. Saotome","Pulsed Magnet Control System Using COTS PXIe Devices and LabVIEW",945,1901
"WEDPL01","M. Fedorov, G.K. Brunton, C.M. Estes, B.T. Fishler, M.S. Flegel, A.P. Ludwigsen, M. Paul, S.L. Townsend","In-Place Technology Replacement of a 24x7 Operational Facility: Key Lessons Learned and Success Strategies From the NIF Control System Modernization",949,1763
"WEDPL02","T. Mrnjavac, K. Alexopoulos, V. Chibante Barroso, G.C. Raduta","AliECS: A New Experiment Control System for the Alice Experiment",955,1466
"WEDPL03","S.M. Cooper, S.M. Cox, D.E. Oram, P.N. Barron, T. Bögershausen, F. Rojas, S. Janaschke, F. Suxdorf","International Collaboration for the Development of TwinCAT Motion Control Software for Neutron Instruments",,1514
"WEDPL04","P. Golonka, F. Varela","Consolidation and Redesign of CERN Industrial Controls Frameworks",962,1685
"WEDPR01","G. Strangolino","Cumbia: Graphical Libraries and Formula Plugin to Combine and Display Data from Tango, EPICS and More",970,1490
"WEDPR02","B. Lefort, V. Costa","Benefits of Low Code Development Environments on Large Scale Control Systems",975,1765
"WEDPR03","M.K. Falowski, T.R. Noga, N. Olszowska, M. Zaj&#261;c","Synoptic GUIs in NSRC SOLARIS for Beamlines and Accelerators Visualization and Control",981,1731
"WEDPR04","R. Neswold, B.F. Harrison","The Web as the Primary Control System User Interface",986,1798
"WEKPP01","A. Bishop","Why Cybersecurity Should Not Be Left to the Experts",,2203
"WEMPL001","K. Agari, H. Akiyama, Y. Sato, A. Toyoda, Y. Morino","An Application of Machine Learning for the Analysis of Temperature Rise on the Production Target in Hadron Experimental Facility at J-PARC",992,1476
"WEMPL002","D. Alnajjar, G.S. Fedel, J.R. Piton","Project Nheengatu: EPICS support for CompactRIO FPGA and LabVIEW-RT",997,1595
"WEMPL004","A. Buteau, G. Abeille, X. Deletoille, J.-F. Lamarre, T. Marion, L.S. Nadolski","Inception of a Learning Organization to Improve SOLEIL's Operation",1001,1425
"WEMPL005","M. Canzari, M. Dolci, V. Alberti, F. Bolmsten, V.H. Hardion, H. Petri, S. Valame, P. Klaassen, M. Nicol, S. Williams, H. Ribeiro","A Technology Downselection for SKA User Interface Generator",1006,1844
"WEMPL006","C. Diaz Cano, R. Abuter, T.R. Grudzien, N. Kornweibel, J. Sagatowski, H. Tischer","The Miniscule ELT Control Software: Design, Architecture and HW integration",1010,1701
"WEMPL007","M.T. Rolland, K.J. Gofron","EPICS Controlled Wireless Sensors",1016,2121
"WEMPL008","V.H. Hardion, M. Lindberg, D.P. Spruce","The MAX IV Way of Agile Project Management for the Control System",1021,1861
"WEMPL009","D.P. Jarosz, N.D. Arnold, J. Carwardine, G. Decker, N. Schwarz, G. Shen, S. Veseli, D. Liu","Tracking APS-U Production Components With the Component Database and eTraveler Applications",1027,1632
"WEMPR001","M. Gerstel, A. Ashton, R.J. Gildea, K. Levik, G. Winter","Data Analysis Infrastructure for Diamond Light Source Macromolecular & Chemical Crystallography and Beyond",1032,1890
"WEMPR003","P.H. Nallin, J.G.R.S. Franco, R.C. Ito, A.R.D. Rodrigues","Exploring Embedded Systems' Dedicated Cores for Real-Time Applications",1037,1845
"WEMPR004","H. Nissen, S. Grau","Why Should You Invest in Asset Management? A Fire and Gas Use Case",1042,1722
"WEMPR005","I. Oya, E. Antolini, M. Fuessling, J. Borkowski, J. Colome, D. Melkumyan, K. Mosshammer, I. Sadeh, T. Schmidt, P.A. Wegner, U. Schwanke, A. Carosi, J.N. Jacquemier, G. Maurin, L. Baroncelli, A. Bulgarelli, V. Conforti, N. Parmiggiani, J. Schwarz, E. Lyard, R. Walter, G. Tosti, C. Hoischen","The Array Control and Data Acquisition System of the Cherenkov Telescope Array",1047,1503
"WEMPR006","E.R. Pernice, C.R. Albiston, R.G. Beeler, E.H. Chou, C.D. Fry, M. Shor, J.L. Spears, D.E. Speck, A.A. Thakur, S.L. West","Application Development in the Face of Evolving Web Technologies at the National Ignition Facility",1053,1539
"WEMPR008","R.J. Slominski, T. L. Larrieu","Web Extensible Display Manager 2",1058,1442
"WEMPR009","H. Sugimura","Development of Event Receiver on Zynq-7000 Evaluation Board",1064,1423
"WEMPR010","T. Dewitte, W. Meert, E. Van Wolputte, P. Van Trappen","Anomaly Detection for CERN Beam Transfer Installations Using Machine Learning",1067,1621
"WEPHA001","A.A. Abbadi, B.R. Aljamal","SESAME Light Source Control System",,1783
"WEPHA002","D.T. Robinson, A.L. Benwell, C. Bianchini, D. Fairley, S. L. Hoobler, K.J. Mattison, J. Nelson, A. Ratti, J.A. Kaluzny, A. Martinez, L.E. Farrish, J. Gubeli, C. Hovater, K. Jordan, W. Moore","LCLS-II Cryomodule and Cryogenic Distribution Control",1072,2122
"WEPHA006","S. An","Upgrade the Control System of HIRFL Based-on EPICS",,1567
"WEPHA010","N. Balakrishnan, H. Bassan, J.D. Bong, M.L. Campell, P. Krejcik, K.R. Lauer, J.J. Olsen, L. Sapozhnikov","Control Systems Design for LCLS-II Fast Wire Scanners at SLAC National Accelerator Laboratory",1076,1538
"WEPHA011","M. Bartolini, L.R. Brederode, M. Deegan, M. Miccolis, N.P. Rees, J. Santander-Vela","Scaling Agile for the Square Kilometre Array",1080,1301
"WEPHA012","P.J. Bell, V.H. Hardion, M. Lindberg, V. Martos, M. Sjöström","A General Multiple-Input Multiple-Output Feedback Device in Tango for the MAX IV Accelerators",1085,1515
"WEPHA013","C. Berthe, F. Bucaille, G. Delavallee, G. Duteil, C. Hocini, R.J.F. Roze, A.H. Trudel, Q. Tura, R. Touzery, P.G. Graehling","Programmable Logic Controller Systems for SPIRAL2",1090,1554
"WEPHA014","T. Birke","EPICS Archiver Appliance - Installation and Use at BESSY/HZB",1094,1787
"WEPHA016","M. Bitossi, A. Gennai, D. Passuello","A/D and D/A Processing Unit for Real Time Control of Suspended Masses in Advanced Virgo Interferometer",1099,1427
"WEPHA017","S. Blanchard, R. Ferreira, P. Gomes, G. Pigny, A.P. Rocha","Integration of Wireless Mobile Equipment in Supervisory Application",1103,1383
"WEPHA018","E. Blanco Vinuela, D. Darvas, Gy. Sallai","Testing Solutions for Siemens PLCs Programs Based on PLCSIM Advanced",1108,1678
"WEPHA019","J-C. Tournier, E. Blanco Vinuela","MONARC: Supervising the Archiving Infrastructure of CERN Control Systems",1112,1672
"WEPHA020","R. Bourtembourg, S. James, J.L. Pons, P.V. Verdier, G. Cuni, S. Rubio-Manrique, G.A. Fatkin, A.I. Senchenko, V. Sitnov, L. Pivetta, C. Scafuri, G. Scalamera, G. Strangolino, L. Zambon, M. Di Carlo","Pushing the Limits of Tango Archiving System using PostgreSQL and Time Series Databases",1117,1788
"WEPHA021","N. Bruchon, G. Fenu, F.A. Pellegrino, E. Salvato, G. Gaio, M. Lonza","Free-Electron Laser Optimization with Reinforcement Learning",1123,1830
"WEPHA023","L. Butkowski, B. Dursun, C. Gumus, M.K. Karakurt","Co-Simulation of HDL Using Python and MATLAB Over Tcl TCP/IP Socket in Xilinx Vivado and Modelsim Tools",1128,1726
"WEPHA025","A. Carpenter, T. Powers, Y. Roblin, A.D. Solopova Shabalina, C. Tennant, K.M. Iftekharuddin, L. Vidyaratne","Initial Implementation of a Machine Learning System for SRF Cavity Fault Classification at CEBAF",1132,1684
"WEPHA026","O.O. Andreassen, C. Charrondière, A. Rijllart, R.E. Rossel, T. Zilliox, K. Develle, J. Steen, J. Tagg","Integrating COTS Equipment in the CERN Accelerator Domain",1137,1468
"WEPHA027","O.O. Andreassen, C. Charrondière, R.E. Rossel, T. Zilliox, K. Develle","Evaluation of Timing and Synchronization Techniques on NI CompactRIO Platforms",1142,1367
